Reported Date,Name of Entity,Dates of Breach,State Reported,Source(s),Link to PDF,Start Date of Breach,End Date of Breach
2016-03-04 00:00:00,21st Century Oncology,10/03/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/21stCenturyOncology2016-03-04.pdf,2015-10-03 00:00:00,
2016-02-09 00:00:00,Washington State Health Care Authority,11/15/2013 to 12/24/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HealthCareAuthority2016_02_09.pdf,2013-11-15 00:00:00,2015-12-24 00:00:00
2016-02-04 00:00:00,"Gyft, Inc.",10/03/2015 to 12/18/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Gyft%2CInc.2016-02-05.pdf,2015-10-03 00:00:00,2015-12-18 00:00:00
2016-01-01 00:00:00,Bailey's,09/25/2015 to 01/03/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Bailey%27s2016-02-01.pdf,2015-09-25 00:00:00,2016-01-03 00:00:00
2016-01-29 00:00:00,Landry's Inc.,Varies by Location,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Landry%27sInc%2C%20et.al.2016_01_29.pdf,Varies by Location,
2016-01-22 00:00:00,Starwood Hotels & Resorts,Varies by Location,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/StarwoodHotelsResortsWorldwideIncUPDATE2016_01_22.pdf,Varies by Location,
2016-01-15 00:00:00,MaineGeneral Medical Center,09/11/2015 and 09/12/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MaineGeneralMedicalCenter2016-01-21.pdf,09/11/2015 and 09/12/2015,
2016-01-14 00:00:00,Hyatt Hotels Corporation,11/24/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HyattHotelsCorporation2016_01_14.pdf,2015-11-24 00:00:00,
2016-01-13 00:00:00,HSBC Bank,12/07/2015 and 12/08/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HSBC2016-13-01.pdf,12/07/2015 and 12/08/2015,
2015-12-31 00:00:00,Regional Income Tax Agency,11/10/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RegionalIncomeTaxAgencyRITA2016_01_11.pdf,2015-11-10 00:00:00,
2015-12-23 00:00:00,Maston Navigation & Horizon Lines,12/07/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MatsonNavigationCoIncAndHorizonLines2015_12_23.pdf,2015-12-07 00:00:00,
2015-12-18 00:00:00,Yapstone,08/04/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Yapstone%2CInc2015_12_18.pdf,2015-08-04 00:00:00,
2015-12-14 00:00:00,PeaceHealth (AMENDED),06/15/2015 to 10/09/2014,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/PeaceHealthAMENDED_2015-12-14.pdf,2015-06-15 00:00:00,2014-10-09 00:00:00
2015-11-30 00:00:00,Muji,01/22/2015 to 07/20/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Muji2015_12_08.pdf,2015-01-22 00:00:00,2015-07-20 00:00:00
2015-11-30 00:00:00,PeaceHealth,06/15/2015 to 10/09/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PeaceHealth2015_11_30.pdf,2015-06-15 00:00:00,2015-10-09 00:00:00
2015-11-24 00:00:00,Hilton Worldwide,12/28/2014 to 12/05/2014,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HiltonWorldwideInc2015_11_30.pdf,2014-12-28 00:00:00,2014-12-05 00:00:00
2015-11-20 00:00:00,Starwood Hotels & Resorts,Varies by location,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/StarwoodHotelsResortsWorldwideInc2015_11_20.pdf,Varies by location,
2015-11-13 00:00:00,Noble House Hotels & Resorts,12/29/2014 to 08/11/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NobleHouseAndResorts_2015-11-17.pdf,2014-12-29 00:00:00,2015-08-11 00:00:00
2015-10-28 00:00:00,Excellus Blue Cross,08/05/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ExcellusBlueCross%28BCBSMA%292015_11_03.pdf,2015-08-05 00:00:00,
2015-10-28 00:00:00,Digital Theatre,04/19/2014 to 09/30/2014,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/DigitalTheatreLLC2015_10_28.pdf,2014-04-19 00:00:00,2014-09-30 00:00:00
2015-10-13 00:00:00,Service Systems Associates,03/24/2015 to 05/20/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ServiceSystemAssociatesInc2015-10-13.pdf,2015-03-24 00:00:00,2015-05-20 00:00:00
2015-10-09 00:00:00,Peggy Olson,09/02/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PattyOlsonAccounting2015_10_19.pdf,2015-09-02 00:00:00,
2015-10-01 00:00:00,T-Mobile (Experian),09/15/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/T-Mobile%28Experian%292015-10-01.pdf,2015-09-15 00:00:00,
2015-10-01 00:00:00,Charles Schwab,08/25/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CharlesSchwab2015-10-02.pdf,2015-08-25 00:00:00,
2015-09-30 00:00:00,Scottrade,07/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Scottrade2015-10-01.pdf,2015-07-01 00:00:00,
2015-09-29 00:00:00,Rite Aid Corporation,08/20/2014 to 07/14/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RiteAideCorporation2015-09-29.pdf,08/20/2014 to 07/14/2015,
2015-09-26 00:00:00,Sterbick Associates,08/23/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Sterbick_Associates2015-09-29.pdf,2015-08-23 00:00:00,
2015-09-22 00:00:00,Costco Photo Center,07/17/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedImages/Another/Supporting_Law_Enforcement/CostcoPhotoCenter2015_09_22%20%281%29.pdf,2015-07-17 00:00:00,
2015-09-18 00:00:00,Molina Health Care,07/20/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedImages/Another/Supporting_Law_Enforcement/MolinaHealthcare%28CVS%292015_09_21.pdf,2015-07-20 00:00:00,
2015-09-09 00:00:00,The Lifetime Healthcare Companies,08/05/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/LifetimeHealthCare%28and%20affiliates%292015_09_10.pdf,2015-08-05 00:00:00,
2015-08-21 00:00:00,Olympia Hotel Management,08/12/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/OlympiaHotelManagement2015_08_31.pdf,2015-08-12 00:00:00,
2015-08-18 00:00:00,"Web.com Group, Inc.",08/13/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Web.comGroupInc2015_08_20.pdf,2015-08-13 00:00:00,
2015-08-11 00:00:00,SterlingBackcheck,05/29/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SterlingBankCheck2015_08_17.pdf,2015-05-29 00:00:00,
2019-04-02 00:00:00,"Key West Hotels, LLC",02/07/2018 to 12/13/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/KeyWestHotelsLLC.2019-04-02.pdf,2018-02-07 00:00:00,2018-12-13 00:00:00
2019-03-29 00:00:00,Earl Enterprises,05/23/2019 to 03/18/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/EarlEnterprises.2019-03-29.pdf,2019-05-23 00:00:00,2019-03-18 00:00:00
2019-03-19 00:00:00,Seattle Housing Authority (update),01/07/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/SeattleHousingAuthority-Updated.2019-03-22.pdf,2019-01-07 00:00:00,
2019-03-15 00:00:00,"flexPATH Strategies, LLC",12/07/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/flexPATHStrategiesLLC.2019-03-15.pdf,2018-12-07 00:00:00,
2019-03-07 00:00:00,"Columbia Surgical Specialists, P.S.",01/09/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/ColumbiaSurgicalSpecialists.2019-03-07.pdf,2019-01-09 00:00:00,
2019-02-22 00:00:00,Seattle Housing Authority,01/07/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/SeattleHousingAuthority.2019-02-22.pdf,2019-01-07 00:00:00,
2019-02-20 00:00:00,University of Washington Medical Center,12/04/2018 to 01/10/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/UniversityOfWashingtonMedicalCenter.2019-02-20.pdf,2018-12-04 00:00:00,2019-01-10 00:00:00
2019-02-14 00:00:00,North 40 Outfitters,02/02/2018 to 11/20/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/North40Outfitters.2019-02-14.pdf,2018-02-02 00:00:00,2018-11-20 00:00:00
2019-02-12 00:00:00,Stanwich Mortgage Loan Trust,02/2018 to 01/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/StanwichMortgageLoanTrust.2019-02-12.pdf,2018-02-01 00:00:00,2019-01-01 00:00:00
2019-02-06 00:00:00,Pharmacy Times Office of Continuing Professional Education (update),07/06/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/PharmacyTimesOfficeOfContinuingProfessionalEducationLLCUpdated.2019-02-06_0.pdf,2018-07-06 00:00:00,
2019-01-30 00:00:00,"Image-I-Nation Technologies, Inc.",11/01/2018 to 11/5/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Image-I-NationTechnologiesInc.2019-01-30.pdf,2018-11-01 00:00:00,2018-11-05 00:00:00
2019-01-18 00:00:00,"Pharmaca Integrative Pharmacy, LLC",07/19/2018 to 12/12/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/PharmacaIntegrativePharmacyInc.2019-01-18.PDF,2018-07-19 00:00:00,2018-12-12 00:00:00
2019-01-11 00:00:00,Caroline Kline Galland Home,12/23/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/CarolineKlineGallandHome.2019-01-11.pdf,2018-12-23 00:00:00,
2019-01-09 00:00:00,"A&A Global Imports, Inc.",08/15/2017 to 01/04/2019,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/AandAGlobalImportsInc.2019-01-09.pdf,2017-08-15 00:00:00,2019-01-04 00:00:00
2019-01-06 00:00:00,Pharmacy Times Office of Continuing Professional Education,07/06/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/PharmacyTimesOfficeOfContinuingProfessionalEducationLLCUpdated.2019-02-06.pdf,2018-07-06 00:00:00,
2019-01-03 00:00:00,Chaplaincy Health Care,11/20/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/ChaplaincyHealthCare.pdf,2018-11-20 00:00:00,
2018-12-31 00:00:00,"Aimbridge Hospitality Holdings, LLC",06/07/2018 to 09/24/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/AimbridgeHospitalityHoldingsLLC.2018-12-31.PDF,2018-06-07 00:00:00,2018-09-24 00:00:00
2018-12-05 00:00:00,San Diego Hardware,02/05/2018 to 08/21/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SanDiegoHardware.2018-12-05.pdf,2018-02-05 00:00:00,2018-08-21 00:00:00
Unspecified,"Titan Manufacturing and Distributing, Inc.",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TitanManufacturingAndDistributingInc.2018-12-07.pdf,Unspecified,
2018-11-30 00:00:00,"Marriott International, Inc.",Since 2014,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/MarriottInternationalInc.2018-11-30.pdf,Since 2014,
2018-11-27 00:00:00,Atrium Health,09/22/2018 to 09/29/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/AtriumHealth.2018-11-28.pdf,2018-09-22 00:00:00,2018-09-29 00:00:00
2018-11-27 00:00:00,Washington State Patrol,10/14/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/WashingtonStatePatrol.2018-11-27.pdf,2018-10-14 00:00:00,
2018-11-27 00:00:00,"Burgerville, LLC (Amended)",08/2017 to 09/30/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/BurgervilleLLC.2018-10-30.pdf,2017-08-01 00:00:00,2018-09-30 00:00:00
2018-11-21 00:00:00,"British Airways, PLC",08/21/2018 to 09/05/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/BritishAirwaysPlc.2018-11-21.pdf,2018-08-21 00:00:00,2018-09-05 00:00:00
2018-11-19 00:00:00,Francesca’s Services Corporation,12/28/2017 to 07/09/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/MarriottInternationalInc.2018-11-30_0.pdf,2017-12-28 00:00:00,2018-07-09 00:00:00
2018-11-16 00:00:00,"LPL Financial, LLC (LPL)",11/01/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/LPLFinancialLLC.2018-11-16.pdf,2018-11-01 00:00:00,
2018-11-16 00:00:00,Washington State Employee Credit Union (WSECU),Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/WashingtonStateEmployeesCreditUnion.11-15-18.pdf,Unspecified,
2018-11-15 00:00:00,"HealthEquity, Inc.",09/04/2018 to 10/03/2018 & 10/05/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/HealthEquityInc.2018-11-15.pdf,2018-09-04 00:00:00,10/03/2018 & 10/05/2018
2018-11-15 00:00:00,"Newegg, Inc.",08/13/2018 to 09/19/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/NeweggInc.2018-11-15.pdf,2018-08-13 00:00:00,2018-09-19 00:00:00
2018-11-13 00:00:00,"Stein Mart, Inc.",12/28/2017 to 07/09/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/SteinMartInc.2018-11-13.pdf,2017-12-28 00:00:00,2018-07-09 00:00:00
2018-11-13 00:00:00,"Pharmacy Times Office of Continuing Professional Education, LLC",05/11/2018 to 07/06/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/PharmacyTimesOfficeOfContinuingProfessionalEducationLLC.2018-11-13.pdf,2018-05-11 00:00:00,2018-07-06 00:00:00
2018-11-12 00:00:00,"Collier Heggerness & Bronk CPA’s PS, Inc.",09/27/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/CollierHeggernessBronkCPAsPSInc.2018-11-12.pdf,2018-09-27 00:00:00,
2018-11-12 00:00:00,"Title Nine Sports, Inc.",12/28/2017 to 08/09/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/TitleNineSportsInc.2018-11-12.pdf,2017-12-28 00:00:00,2018-08-09 00:00:00
2018-11-09 00:00:00,"Thesy, LLC",12/06/2017 to 06/27/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/ThesyInc.2018-11-09.pdf,2017-12-06 00:00:00,2018-06-27 00:00:00
2018-11-07 00:00:00,"Unified Trust Company, N.A.",12/06/2017 to 02/25/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/UnifiedTrustCompany.2018-11-07.PDF,2017-12-06 00:00:00,2018-02-25 00:00:00
2018-11-05 00:00:00,"Nordstrom, Inc.",10/09/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/Nordstrom.2018-11-05.PDF,2018-10-09 00:00:00,
2018-10-25 00:00:00,The Caroline Kline Galland Home d/b/a Kline Galland Home Care,01/01/2015 to 09/20/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/TheCarolineKlineGallandHome.2018-10-25.pdf,2015-01-01 00:00:00,2018-09-20 00:00:00
