Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Details,End Date of Breach,Entity Type,Industry,Link to PDF,Location of Breached Information,Parent Company,Reported Date,Type of Breach,Website
"suddenlink communications, ",2012-03-23 00:00:00,,['New Hampshire'],UNK,,,"March 23, 2012",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/suddenlink-20120323.pdf,,Altice USA,,7,www.suddenlink.com
"suffolk county national bank, ",2010-01-11 00:00:00,,['New Hampshire'],UNK,,,"January 11, 2010",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/suffolk-county-bank-20100111.pdf,,,,7,
"suffolk university, ",2013-07-02 00:00:00,,['New Hampshire'],UNK,,,"July 02, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/suffolk-university-20130702.pdf,,,,7,
"suffolk university, via its vendor vendini, inc.","Late March, 2013",71.0,['Maine'],UNK,2013-07-02 00:00:00,,"Late March, 2013",,,,,,,,,7,
"sully's superette, ",2012-07-25 00:00:00,,['New Hampshire'],UNK,,,"July 25, 2012",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sullys-superette-20120725.pdf,,,,7,
summers estate wines,2015-06-11 00:00:00,29.0,['Maryland'],UNK,,,6/11/2015,,,,,,,,,7,
summit financial group,2015-01-01 00:00:00,,['California'],UNK,,,"01/01/2015, 02/15/2015",,2015-02-15 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56501,,,2015-06-22 00:00:00,7,
"summit health, inc.",2015-03-19 00:00:00,5.0,['Maryland'],UNK,,,3/19/2015,,,,,,,,,1,
summit inspection services,2018-02-23 00:00:00,3.0,['Maryland'],UNK,,,2/23/2018,,,,,,,,,1,
"summit reinsurance services, inc.",2017-01-20 00:00:00,2.0,['Maryland'],UNK,,,1/20/2017,,,,,,,,,1,
"summit reinsurance services, inc.",3/13/16 (discovered 8/8/16),17.0,['Maine'],UNK,2017-01-20 00:00:00,,3/13/16 (discovered 8/8/16),,,,,,,,,7,
"summit sports, inc., ",2011-12-21 00:00:00,,['New Hampshire'],UNK,,,"December 21, 2011",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/summit-sports-20111221.pdf,,,,7,
sun data supply,2015-01-01 00:00:00,1.0,['Maine'],UNK,2015-02-18 00:00:00,,2015-01-01 00:00:00,,,,,,,,,7,
"sunbeltrentals,inc.",2017-04-18 00:00:00,1.0,['Indiana'],UNK,2017-05-08 00:00:00,,2017-04-18 00:00:00,,,,Plant hire,,,,,7,group.com
"sunbeltrentals,inc.",2017-05-04 00:00:00,1.0,['Maryland'],UNK,,,5/4/2017,,,,Plant hire,,,,,1,group.com
"sunbeltrentals,inc.",2017-07-17 00:00:00,1.0,['Maryland'],UNK,,,7/17/2017,,,,Plant hire,,,,,1,group.com
"sungard, ",2007-03-19 00:00:00,,['New Hampshire'],UNK,,,"March 19, 2007",,,,Information Technology,https://www.doj.nh.gov/consumer/security-breaches/documents/sungard-20070319.pdf,,,,7,sungard.com
"sunquest information systems, inc.",11/6/18,600.0,['Maine'],UNK,12/6/18,11/6/18,11/6/18,,,Health Care ,Healthcare Solutions,,,Roper Technologies,,7,www.sunquestinfo.com
"sunquest information systems, inc.",2018-12-07 00:00:00,2.0,['Maryland'],UNK,,,12/7/2018,,,,Healthcare Solutions,,,Roper Technologies,,1,www.sunquestinfo.com
"sunquest information systems, inc.",7/27/15 (discovered 7/28/15),5.0,['Maine'],UNK,2015-08-26 00:00:00,,7/27/15 (discovered 7/28/15),,,,,,,,,7,
sunrun inc.,2017-01-20 00:00:00,4.0,"['Maine', 'California']",UNK,2017-02-02 00:00:00,,2017-01-20 00:00:00,,,,,,,,,7,
sunrun inc.,2017-02-02 00:00:00,69.0,['Maryland'],UNK,,,2/2/2017,,,,Solar Energy,,,,,1,www.sunrun.com
"sunrun, ",2017-02-02 00:00:00,,['New Hampshire'],UNK,,,"February 02, 2017",,,,Solar Energy,https://www.doj.nh.gov/consumer/security-breaches/documents/sunrun-20170202.pdf,,,,7,www.sunrun.com
"sunshine lady humanitarian grants program inc., dba letters foundation",Unknown (discovered 10/17/16),3.0,['Maine'],UNK,2017-12-27 00:00:00,,Unknown (discovered 10/17/16),,,,,,,,,7,
sunspirehealth,2018-03-01 00:00:00,6737.0,"['Indiana', 'Oregon']",UNK,2018-07-27 00:00:00,,2018-03-01 00:00:00,,,,,,,,,7,
sunspirehealth,2018-07-27 00:00:00,61.0,['Maryland'],UNK,,,7/27/2018,,,,,,,,,1,
sunspirehealth,2018-07-30 00:00:00,,['New Hampshire'],UNK,,,"July 30, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sunspire-20180730.pdf,,,,7,
sunspirehealth,3/1/2018,,['Oregon'],UNK,"Friday, July 27, 2018","Thursday, May 17, 2018",3/1/2018 - 3/1/2018,,3/1/2018,,,,,,07/27/2018,7,
sunstar americas.com,2017-07-01 00:00:00,4.0,['Maine'],UNK,2017-08-17 00:00:00,,2017-07-01 00:00:00,,,,,,,,,7,www.sunstar.com
"suntrust loan education, ",2012-12-21 00:00:00,,['New Hampshire'],UNK,,,"December 21, 2012",,,,Financial services,https://www.doj.nh.gov/consumer/security-breaches/documents/suntrust-loan-education-20121221.pdf,,,,7,www.nelnet.com
suntrustbank,2016-11-02 00:00:00,14616.0,['Indiana'],UNK,2017-02-24 00:00:00,,2016-11-02 00:00:00,,,,Banking,,,,,7,suntrust.com
suntrustbank,2017-02-27 00:00:00,1008.0,['Maryland'],UNK,,,2/27/2017,,,,Banking,,,,,1,suntrust.com
suntrustbank,2017-05-09 00:00:00,,['Maryland'],UNK,,,5/9/2017,,,,Banking,,,,,4,suntrust.com
suntrustbank,2018-02-12 00:00:00,,['Maryland'],UNK,,,2/12/2018,,,,Banking,,,,,2,suntrust.com
suntrustbank,2018-04-17 00:00:00,2.0,['Maryland'],UNK,,,4/17/2018,,,,Banking,,,,,6,suntrust.com
suntrustbank,2018-05-08 00:00:00,1.0,['Maryland'],UNK,,,5/8/2018,,,,Banking,,,,,6,suntrust.com
suntrustbank,2018-06-05 00:00:00,1.0,['Maryland'],UNK,,,6/5/2018,,,,Banking,,,,,1,suntrust.com
suntrustbank,2018-06-14 00:00:00,3.0,['Maryland'],UNK,,,6/14/2018,,,,Banking,,,,,6,suntrust.com
suntrustbank,2018-12-18 00:00:00,37.0,['Maryland'],UNK,,,12/18/2018,,,,Banking,,,,,1,suntrust.com
suntrustbank,2019-01-23 00:00:00,45.0,['Maryland'],UNK,,,1/23/2019,,,,Banking,,,,,1,suntrust.com
suntrustbank,Not stated (Finished investigation on 1/27/17),6.0,['Maine'],UNK,2017-02-21 00:00:00,,Not stated (Finished investigation on 1/27/17),,,,,,,,,7,
suntrustbanksinc,2018-05-02 00:00:00,,['New Hampshire'],UNK,,,"May 02, 2018",,,,Banking,https://www.doj.nh.gov/consumer/security-breaches/documents/suntrust-banks-20180502.pdf,,,,7,suntrust.com
suntrustbanksinc,Discovered in Mid-April,123.0,['Maine'],UNK,2018-05-02 00:00:00,,Discovered in Mid-April,,,,Banking,,,,,7,suntrust.com
suntrustbanksinc,Unspecified,,['Washington'],UNK,,,Unspecified,,,,Banking,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SunTrustBanksInc.2018-05-04.pdf,,,2018-05-02 00:00:00,7,suntrust.com
suntrustbanksinc,a,,['Oregon'],UNK,,,,,,,Banking,,,,2018-05-08 00:00:00,7,suntrust.com
"sunview vineyards of california, inc.",2012-12-15 00:00:00,,['California'],UNK,,,12/15/2012,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-37686,,,2012-12-31 00:00:00,7,
superior dental care,2018-12-21 00:00:00,2.0,['Montana'],UNK,,,12/21/2018-01/23/2019,,2019-01-23 00:00:00,,,https://media.dojmt.gov/wp-content/uploads/CON-SDC-Notice-of-Data-Event-MT.pdf,,,2019-03-25 00:00:00,7,
superior labels,11/3/15-12/11/15 (Discovered 1/27/16),42.0,['Maine'],UNK,2016-02-25 00:00:00,,11/3/15-12/11/15 (Discovered 1/27/16),,,,,,,,,7,
superior labels,2015-11-03 00:00:00,7000.0,"['California', 'Indiana']",UNK,,,11/03/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-60210,,,2016-02-25 00:00:00,7,
superior labels,2016-02-25 00:00:00,126.0,['Maryland'],UNK,,,2/25/2016,,,,,,,,,1,
supplementwarehouse.com,2015-08-15 00:00:00,1.0,['Maine'],UNK,2015-09-18 00:00:00,,2015-08-15 00:00:00,,,,,,,,,7,
support solutions,2019-01-18 00:00:00,1.0,['Maryland'],UNK,,,1/18/2019,,,,,,,,,1,
sure fit inc.,2016-04-01 00:00:00,16.0,['Maine'],UNK,2016-05-12 00:00:00,,2016-04-01 00:00:00,,,,"Fitness, sports",,,,,7,
surefire,"May 28, 2018 (approx) to July 22, 2018",9.0,['Maine'],UNK,2018-08-29 00:00:00,,"May 28, 2018 (approx) to July 22, 2018",,,,Illumination ToolsTactical Equipment,,,,,7,Surefire.com
"surefire internet security, ",2018-08-29 00:00:00,,['New Hampshire'],UNK,,,"August 29, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/surefire-internet-security-20180829.pdf,,,,7,
"surefire, llc",2018-08-29 00:00:00,39.0,['Maryland'],UNK,,,8/29/2018,,,,Illumination ToolsTactical Equipment,,,,,1,Surefire.com
"surgical information systems, llc",Between 10/31/18-1/8/19,885.0,['Maine'],UNK,2/8/19,1/8/19,Between 10/31/18-1/8/19,,,Other Commercial ,,,,,,7,
susan kieser &amp; associates,2018-04-06 00:00:00,1.0,['Maryland'],UNK,,,4/6/2018,,,,,,,,,7,
"susan ungvary, cpa, cfp",2018-05-24 00:00:00,2.0,['Maryland'],UNK,,,5/24/2018,,,,,,,,,1,
"susand.jarvis,cpa",2017-02-13 00:00:00,316.0,['Indiana'],UNK,2017-03-08 00:00:00,,2017-02-13 00:00:00,,,,,,,,,7,
"susand.jarvis,cpa",2017-04-26 00:00:00,,['Maryland'],UNK,,,4/26/2017,,,,,,,,,1,
sutherland healthcare solutions,2014-02-05 00:00:00,,['California'],UNK,,,02/05/2014,,,,Private equity,https://oag.ca.gov/ecrime/databreach/reports/sb24-44698,,,2014-04-03 00:00:00,7,www.atvcapital.com
sutter health,2017-10-11 00:00:00,,['California'],UNK,,,"10/11/2017, 10/12/2017",,2017-10-12 00:00:00,,Healthcare,https://oag.ca.gov/ecrime/databreach/reports/sb24-133637,,,2018-02-07 00:00:00,7,
sutter medical foundation,2013-04-26 00:00:00,,['California'],UNK,,,04/26/2013,,,,Healthcare,https://oag.ca.gov/ecrime/databreach/reports/sb24-57764,,,2015-09-11 00:00:00,7,
svaminternationalinc,2018-04-24 00:00:00,193.0,['Indiana'],UNK,2018-07-26 00:00:00,,2018-04-24 00:00:00,,,,,,,,,7,
svaminternationalinc,2018-07-26 00:00:00,2.0,"['Maryland', 'New Hampshire']",UNK,,,7/26/2018,,,,,,,,,1,
"svc-west, llc",2015-01-06 00:00:00,21.0,"['Maine', 'California']",UNK,2015-03-17 00:00:00,,2015-01-06 00:00:00,,,,,,,,,7,
"svc-west, llc (shell vacations club)",2015-03-10 00:00:00,117.0,['Maryland'],UNK,,,3/10/2015,,,,,,,,,7,
"sweaty bands, llc",2015-04-16 00:00:00,,['New Hampshire'],UNK,,,"April 16, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sweaty-bands-20150416.pdf,,,,7,
"sweaty bands, llc",2015-04-21 00:00:00,,['Maryland'],UNK,,,4/21/2015,,,,,,,,,1,
sweeney drywall finishes corp,2017-01-26 00:00:00,2.0,['Maine'],UNK,2017-02-07 00:00:00,,2017-01-26 00:00:00,,,,,,,,,7,
sweeney drywall finishes corp,2017-02-07 00:00:00,,['New Hampshire'],UNK,,,"February 07, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sweeney-drywall-20170207.pdf,,,,7,
"swenson, saurer, gerber, anderson & co. ltd., ",2018-03-06 00:00:00,,['New Hampshire'],UNK,,,"March 06, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/swenson-saurer-20180306.pdf,,,,7,
swensonsaurergerberandersonandco.ltd.,2018-01-15 00:00:00,1664.0,['Indiana'],UNK,2018-03-06 00:00:00,,2018-01-15 00:00:00,,,,,,,,,7,
swervepoint llc,2/10/16-6/2/16 (discovered 10/6/16),12.0,['Maine'],UNK,2016-11-29 00:00:00,,2/10/16-6/2/16 (discovered 10/6/16),,,,,,,,,7,
swervepoint llc,2016-11-29 00:00:00,,"['Maryland', 'New Hampshire']",UNK,,,11/29/2016,,,,,,,,,7,
swimoutlet.com (paper),2016-09-01 00:00:00,119.0,['Maine'],UNK,2017-04-17 00:00:00,,2016-09-01 00:00:00,,,,,,,,,7,
"swimsuitsforall, ",2013-08-02 00:00:00,,['New Hampshire'],UNK,,,"August 02, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/swimsuitsforall-20130802.pdf,,,,7,
swimsuitsforall.com,2015-03-01 00:00:00,4.0,['Maine'],UNK,2015-04-17 00:00:00,,2015-03-01 00:00:00,,,,,,,,,7,ashleygraham.com
"swimwear boutique, ",2008-04-16 00:00:00,,['New Hampshire'],UNK,,,"April 16, 2008",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/swimwear-boutique-20080416.pdf,,,,7,
syber roboform goodsync,2014-01-14 00:00:00,31.0,['Maine'],UNK,2014-02-19 00:00:00,,2014-01-14 00:00:00,,,,,,,,,7,
sycamore bank,2018-11-21 00:00:00,1.0,['Maryland'],UNK,,,11/21/2018,,,,,,,,,1,
sydell partners,2016-08-10 00:00:00,6037.0,"['California', 'Indiana']",UNK,,,"08/10/2016, 03/09/2017",,2017-03-09 00:00:00,,E-commerce,https://oag.ca.gov/ecrime/databreach/reports/sb24-100474,,,2017-07-21 00:00:00,7,
sydell partners,2017-07-19 00:00:00,,['New Hampshire'],UNK,,,"July 19, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sydell-20170719.pdf,,,,7,
sydell partners,2017-07-20 00:00:00,48.0,['Maryland'],UNK,,,7/20/2017,,,,E-commerce,,,,,1,
symantec corporation,"March 8, 2018",30.0,['Maine'],UNK,"December 14, 2018","November 27, 2018","March 8, 2018",,,Other Commercial ,Computer software,,,,,7,www.symantec.com
"symantec, ",2009-03-24 00:00:00,,['New Hampshire'],UNK,,,"March 24, 2009",,,,Computer software,https://www.doj.nh.gov/consumer/security-breaches/documents/symantec-20090324.pdf,,,,7,www.symantec.com
symetralifeinsurancecompany,2016-01-16 00:00:00,4.0,['Indiana'],UNK,2016-02-11 00:00:00,,2016-01-16 00:00:00,,,,Insurance,,,,,7,www.symetra.com
symetralifeinsurancecompany,2016-02-06 00:00:00,63.0,['Indiana'],UNK,2016-03-15 00:00:00,,2016-02-06 00:00:00,,,,Insurance,,,,,7,www.symetra.com
symetralifeinsurancecompany,2017-02-13 00:00:00,1.0,['Indiana'],UNK,2017-03-02 00:00:00,,2017-02-13 00:00:00,,,,Insurance,,,,,7,www.symetra.com
symphonix health,2016-05-21 00:00:00,,['California'],UNK,,,05/21/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-63451,,,2016-08-19 00:00:00,7,
symphonix life & disability,2016-05-28 00:00:00,,['Oregon'],UNK,2016-08-19 00:00:00,2016-08-01 00:00:00,5/28/2016,,,,,,,,2016-08-19 00:00:00,7,
symphonix life & disability,5/28/2016,,['Oregon'],UNK,"Friday, August 19, 2016","Monday, August 1, 2016",5/28/2016,,,,,,,,08/19/2016,7,
symphony eyc,2016-04-28 00:00:00,,['Maryland'],UNK,,,4/28/2016,,,,,,,,,1,www.stgpartners.com
symphony health solutions corporation,2016-05-09 00:00:00,2.0,['Maryland'],UNK,,,5/9/2016,,,,Healthcare,,,,,1,McKesson.com
"synchr, inc.",2017-08-23 00:00:00,,['California'],UNK,,,08/23/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-102447,,,2017-10-06 00:00:00,7,
synchrony bank,2017-12-28 00:00:00,,['California'],UNK,,,"12/28/2017, 07/09/2018",,2018-07-09 00:00:00,,Financial services,https://oag.ca.gov/ecrime/databreach/reports/sb24-142122,,,2018-11-27 00:00:00,7,synchronyfinancial.com
synchrony bank,2018-11-27 00:00:00,,['New Hampshire'],UNK,,,"November 27, 2018",,,,Financial services,https://www.doj.nh.gov/consumer/security-breaches/documents/synchrony-bank-20181127.pdf,,,,7,synchronyfinancial.com
synchrony financial card security,2018-11-27 00:00:00,,['Maryland'],UNK,,,11/27/2018,,,,BankingFinancial services,,,,,1,AmericanExpress.com
synchronyfinancial,2017-12-28 00:00:00,28732.0,['Indiana'],UNK,2018-12-03 00:00:00,,2017-12-28 00:00:00,,,,,,,,,7,
"synergy specialists medical group, inc.",2016-12-05 00:00:00,,['California'],UNK,,,"12/05/2016, 12/06/2016, 12/07/2016, 12/08/2016, 12/09/2016",,2016-12-09 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66062,,,2017-01-27 00:00:00,7,
synermed inc,2013-04-15 00:00:00,,['California'],UNK,,,04/15/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-41928,,,2013-06-06 00:00:00,7,
"synopsys, inc., ",2008-06-20 00:00:00,,['New Hampshire'],UNK,,,"June 20, 2008",,,,Software & Programming,https://www.doj.nh.gov/consumer/security-breaches/documents/synopsys-20080620.pdf,,,,7,www.synopsys.com
"systeme software, inc.",2018-05-07 00:00:00,17618.0,"['Maine', 'California', 'Indiana']",UNK,2018-06-07 00:00:00,,2018-05-07 00:00:00,,,,,,,,,7,
"systeme software, inc.",2018-06-07 00:00:00,105.0,"['Maryland', 'New Hampshire']",UNK,,,6/7/2018,,,,,,,,,6,
"t-bird restaurant group, inc.",2015-08-06 00:00:00,,['California'],UNK,,,08/06/2015,,,,Food Service,https://oag.ca.gov/ecrime/databreach/reports/sb24-57861,,,2015-09-17 00:00:00,7,www.hooters.com
t-mobile,2009-09-03 00:00:00,,['New Hampshire'],UNK,,,"September 03, 2009",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20090903.pdf,,Deutsche Telekom,,7,www.telekom.com
t-mobile,2013-12-30 00:00:00,,['New Hampshire'],UNK,,,"December 30, 2013",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20131230.pdf,,Deutsche Telekom,,7,www.telekom.com
t-mobile,2015-08-11 00:00:00,1.0,['Maryland'],UNK,,,8/11/2015,,,,Telecommunications,,,Deutsche Telekom,,1,www.telekom.com
t-mobile,2015-10-08 00:00:00,,['New Hampshire'],UNK,,,"October 08, 2015",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/experian-t-mobile-20151008.pdf,,Deutsche Telekom,,7,www.telekom.com
t-mobile,2017-06-09 00:00:00,,['New Hampshire'],UNK,,,"June 09, 2017",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile2-20170609.pdf,,Deutsche Telekom,,7,www.telekom.com
t-mobile,2017-09-14 00:00:00,,['New Hampshire'],UNK,,,"September 14, 2017",,,,Telecommunications,https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20170914.pdf,,Deutsche Telekom,,7,www.telekom.com
t-mobile,2017-11-02 00:00:00,,['New Jersey'],UNK,,,"NOVEMBER 2, 2017",,,,Telecommunications,,,Deutsche Telekom,,7,www.telekom.com
t-mobile,"Discovered November, 2013",15.0,['Maine'],UNK,2013-12-31 00:00:00,,"Discovered November, 2013",,,,Telecommunications,,,Deutsche Telekom,,7,www.telekom.com
t-mobile / experian,2015-09-15 00:00:00,,"['Oregon', 'Washington']",UNK,2015-09-21 00:00:00,2015-09-15 00:00:00,9/15/2015,,,,Business services,,,,2015-10-30 00:00:00,7,www.experianplc.com
t-mobile / experian,9/15/2015,,['Oregon'],UNK,"Monday, September 21, 2015","Tuesday, September 15, 2015",9/15/2015,,,,Business services,,,,10/30/2015,7,www.experianplc.com
"t-mobile usa, inc.",2015-09-14 00:00:00,,['California'],UNK,,,09/14/2015,,,,Wireless telecommunications,https://oag.ca.gov/ecrime/databreach/reports/sb24-58079,,,2015-10-01 00:00:00,7,Mobile.com
"t-mobile usa, inc.",2015-10-01 00:00:00,391271.0,['Maryland'],UNK,,,10/1/2015,,,,Wireless telecommunications,,,,,7,Mobile.com
"t-mobile usa, inc.",2017-09-28 00:00:00,1.0,['Maryland'],UNK,,,9/28/2017,,,,Wireless telecommunications,,,,,6,Mobile.com
"t-mobile usa, inc.",2017-10-02 00:00:00,1.0,['Maryland'],UNK,,,10/2/2017,,,,Wireless telecommunications,,,,,1,Mobile.com
"t-mobile usa, inc.",2018-08-20 00:00:00,,['Wisconsin'],UNK,2018-08-23 00:00:00,,"August 20, 2018",,,,Wireless telecommunications,,,,,7,Mobile.com
"t-mobile usa, inc.",9/14/15 (discovered 9/22/15),12952.0,['Maine'],UNK,2015-10-01 00:00:00,,9/14/15 (discovered 9/22/15),,,,,,,,,7,
"t-mobile usa, inc.","August 20, 2018",,['Wisconsin'],UNK,"August 23, 2018",,"August 20, 2018",,,,Wireless telecommunications,,,,,7,Mobile.com
"t. rowe price retirement plan services, inc.",2015-06-16 00:00:00,5.0,['Maryland'],UNK,,,6/16/2015,,,,Investment Management,,,,,2,TRowePrice.com
"t. rowe price retirement, ",2008-01-23 00:00:00,,['New Hampshire'],UNK,,,"January 23, 2008",,,,Investment Management,https://www.doj.nh.gov/consumer/security-breaches/documents/t-rowe-price-retirement-20080123.pdf,,,,7,TRowePrice.com
"t. rowe price services inc., ",2009-09-15 00:00:00,,['New Hampshire'],UNK,,,"September 15, 2009",,,,Investment Management,https://www.doj.nh.gov/consumer/security-breaches/documents/t-rowe-price-20090915.pdf,,,,7,TRowePrice.com
tab products co. llc,2017-02-07 00:00:00,96.0,['Wisconsin'],UNK,2017-02-15 00:00:00,,"February 7, 2017",,,,Beverage,,,,,7,ColaCompany.com
tab products co. llc,2017-02-15 00:00:00,2.0,"['Maryland', 'New Hampshire']",UNK,,,2/15/2017,,,,Beverage,,,,,1,ColaCompany.com
tab products co. llc,"February 7, 2017",96.0,['Wisconsin'],UNK,"February 15, 2017",,"February 7, 2017",,,,Beverage,,,,,7,ColaCompany.com
taco john&#39;s of iowa,2018-05-10 00:00:00,1.0,['Maryland'],UNK,,,5/10/2018,,,,,,,,,1,
tacojohnsofiowa,2017-07-14 00:00:00,6012.0,['Indiana'],UNK,2018-05-10 00:00:00,,2017-07-14 00:00:00,,,,,,,,,7,
taconic capital advisors lp,2017-07-28 00:00:00,3.0,['Maryland'],UNK,,,7/28/2017,,,,,,,,,1,
"taconicbiosciences,inc.",2017-01-30 00:00:00,665.0,['Indiana'],UNK,2017-03-09 00:00:00,,2017-01-30 00:00:00,,,,,,,,,7,
"taconicbiosciences,inc.",2017-03-08 00:00:00,,['Maryland'],UNK,,,3/8/2017,,,,,,,,,1,
tailwindmanagementlp,2016-09-13 00:00:00,52.0,['Indiana'],UNK,2016-10-19 00:00:00,,2016-09-13 00:00:00,,,,,,,,,7,
"talentreef, inc.",2017-10-16 00:00:00,11603.0,"['California', 'Indiana']",UNK,,,10/16/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-132553,,,2018-01-10 00:00:00,7,carolinacoto.com
"talentreef, inc.",2017-11-29 00:00:00,,['Washington'],UNK,,,11/29/2017,,,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20talentReef%201-10-18.PDF,,,2018-01-10 00:00:00,7,carolinacoto.com
"talentreef, inc.",2018-01-10 00:00:00,185.0,"['Maryland', 'New Hampshire']",UNK,,,1/10/2018,,,,,,,,,1,carolinacoto.com
talk fusion,2012-10-18 00:00:00,,['California'],UNK,,,"10/18/2012, 10/19/2012",,2012-10-19 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-38863,,,2013-02-08 00:00:00,7,www.adobe.com
talk fusion,2013-02-07 00:00:00,,['New Hampshire'],UNK,,,"February 07, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/talk-fusion-20130207.pdf,,,,7,www.adobe.com
"talk fusion, inc.",2012-12-13 00:00:00,136.0,['Maine'],UNK,2013-02-07 00:00:00,,2012-12-13 00:00:00,,,,Solid-state drive,,,SanDisk Corporation(Western Digital),,7,www.fusionio.com
"talk fusion, inc.",2013-01-01 00:00:00,1.0,['Maine'],UNK,2013-02-19 00:00:00,,2013-01-01 00:00:00,,,,Solid-state drive,,,SanDisk Corporation(Western Digital),,7,www.fusionio.com
tallahassee memorial healthcare,2018-10-17 00:00:00,179.0,['Maryland'],UNK,,,10/17/2018,,,,Health care,,,,,1,
"tallahassee memorial healthcare (""tmh""), ",2018-10-18 00:00:00,,['New Hampshire'],UNK,,,"October 18, 2018",,,,Health care,https://www.doj.nh.gov/consumer/security-breaches/documents/tallahassee-memorial-healthcare-20181018.pdf,,,,7,
tallahasseememorialhealthcareinc,2018-05-01 00:00:00,1.0,['Maine'],UNK,2018-10-17 00:00:00,,2018-05-01 00:00:00,,,,,,,,,7,
tallahasseememorialhealthcareinc,2018-05-08 00:00:00,5988.0,['Indiana'],UNK,2018-10-17 00:00:00,,2018-05-08 00:00:00,,,,,,,,,7,
"talx corporation (entergy services, inc.), ",2018-02-07 00:00:00,,['New Hampshire'],UNK,,,"February 07, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/talx-entergy-20180207.pdf,,,,7,
"talx corporation (whole foods), ",2017-08-22 00:00:00,,['New Hampshire'],UNK,,,"August 22, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/talx-whole-foods-20170822.pdf,,,,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",1/4/16 - 3/29/17 (discovered 4/24/17),23.0,['Maine'],UNK,2017-05-23 00:00:00,,1/4/16 - 3/29/17 (discovered 4/24/17),,,,,,,,,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",1/4/2016,,['Oregon'],UNK,"Thursday, May 11, 2017","Monday, April 24, 2017",1/4/2016 - 3/29/2017,,3/29/2017,,,,,,05/23/2017,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",2016-01-04 00:00:00,,"['California', 'Oregon']",UNK,,,"01/04/2016, 03/29/2017",,2017-03-29 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-69058,,,2017-05-23 00:00:00,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",4/18/16 to 4/23/17 (discovered 6/26/17),22.0,['Maine'],UNK,2017-07-21 00:00:00,,4/18/16 to 4/23/17 (discovered 6/26/17),,,,,,,,,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",4/19/16 to 4/16/17,1.0,['Maine'],UNK,2017-06-02 00:00:00,,4/19/16 to 4/16/17,,,,,,,,,7,
"talx corporation, a wholly owned subsidiary of equifax, inc.",8/19/16-3/20/17 est.,1.0,['Maine'],UNK,2017-07-17 00:00:00,,8/19/16-3/20/17 est.,,,,,,,,,7,
talxcorporation,2016-01-04 00:00:00,,['Washington'],UNK,,,01/04/2016 to 03/29/2017,,2017-03-29 00:00:00,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20TALX%20Corporation.2017-05-15.pdf,,,2017-05-15 00:00:00,7,
talxcorporation,2016-02-04 00:00:00,134.0,['Indiana'],UNK,2017-08-15 00:00:00,,2016-02-04 00:00:00,,,,,,,,,7,
