Link to PDF,Dates of Breach,Name of Entity,State Reported,Source(s),Start Date of Breach,End Date of Breach
https://www.doj.nh.gov/consumer/security-breaches/documents/tjx-20070117.pdf,"January 17, 2007","TJX, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tkc-holdings-20180831.pdf,"August 31, 2018","TKC Holdings, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-08-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tlo-20130322.pdf,"March 22, 2013","TLO, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tm-acquisition-trymedia-20120113.pdf,"January 13, 2012","TM Acquisition, LLC dba Trymedia, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-01-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tmeic-20160418.pdf,"April 18, 2016","TMEIC Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tn-marketing-20160229.pdf,"February 29, 2016","TN Marketing, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-02-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tobacco-haven-20120727.pdf,"July 27, 2012","Tobacco Haven, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-07-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tommie-copper-20180711.pdf,"July 11, 2018","Tommie Copper, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tommie-cooper-20171006.pdf,"October 06, 2017","Tommie Copper Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/topps-company-20190225.pdf,"February 25, 2019","Topps Company, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-02-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/topps-20161227.pdf,"December 27, 2016","Topps Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-12-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/torrance-memorial-20170619.pdf,"June 19, 2017","Torrance Memorial, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/toscano-clements-taylor-20170305.pdf,"March 05, 2017","Toscano Clements Taylor, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/toshiba-america-20130430.pdf,"April 30, 2013","Toshiba America Information Systems, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-04-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/total-bank-20140709.pdf,"July 09, 2014","Total Bank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-07-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/total-phase-20170324.pdf,"March 24, 2017","Total Phase, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/total-system-services-20130926.pdf,"September 26, 2013","Total System Services, Inc. (TSYS), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-09-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/totally-promotional-20150817.pdf,"August 17, 2015","Totally Promotional, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-08-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-alpharma-20070109.pdf,"January 09, 2007","Towers Perrin and Alpharma, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-altria-20070110.pdf,"January 10, 2007","Towers Perrin and Altria, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-celanese-20070115.pdf,"January 15, 2007","Towers Perrin and Celanese Americas Corp, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-united-20070116.pdf,"January 16, 2007","Towers Perrin and United Technologies Corp, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/townsend-20170605.pdf,"June 05, 2017","Towsend & Son, Inc., Jas., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-motor-credit-20160823.pdf,"August 23, 2016","Toyota Motor Credit Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-08-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-motor-sales-20081121.pdf,"November 21, 2008","Toyota Motor Sales, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-11-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tradebe-20130402.pdf,"April 02, 2013","TRADEBE Environmental Services, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-04-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trademotion-20180724.pdf,"July 24, 2018","TradeMotion, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transcend-capital-20120820.pdf,"August 20, 2012","Transcend Capital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-08-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transcend-capital-20111111.pdf,"November 11, 2011","Transcend Capital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-11-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transperfect-20170210.pdf,"February 10, 2017","TransPerfect Global, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20181009.pdf,"October 09, 2018","TransUnion, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20120312.pdf,"March 12, 2012","TransUnion, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-03-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20101018.pdf,"October 18, 2010","TransUnion, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-10-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/travel-caddy-20160804.pdf,"August 04, 2016","Travel Caddy, Inc. dba Travelon, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-08-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tlg-20181024.pdf,"October 24, 2018","Travel Leaders Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/travelocity-20131122.pdf,"November 22, 2013","Travelocity.com, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-11-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/travismathew-2018102618.pdf,"October 26, 2018","TravisMathew, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tremco-20150729.pdf,"July 29, 2015","Tremco, Incorporated, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-07-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trident-university-20120222.pdf,"February 21, 2012","Trident University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-02-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trilegiant-corp-20111201.pdf,"December 01, 2011","Trilegiant Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-12-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trinet-trading-data-breach-20150220.pdf,"February 20, 2015","TriNet Trading Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-02-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trinity-heating-20160412.pdf,"April 12, 2016","Trinity Heating & Air, Inc., dba Trinity Solar, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trion-worlds-20111221.pdf,"December 21, 2011","Trion Worlds, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-12-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tritech-software-20170330.pdf,"March 30, 2017","TriTech Software Systems, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/truebenefits-20170918.pdf,"September 18, 2017","TRUEBenefits LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trump-hotel-collection-20150925.pdf,"September 25, 2015","Trump Hotel Collection, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-09-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trump-hotels-20170630.pdf,"June 30, 2017","Trump Hotels, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/trustmark-mutual-20150622.pdf,"June 22, 2015","Trustmark Mutual Holding Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-06-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tti-floor-care-20160414.pdf,"April 14, 2016","TTI Floor Care North America, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-health-20170131.pdf,"January 31, 2017","Tufts Health Public Plans, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-university-20110707.pdf,"July 07, 2011","Tufts University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-07-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-university-20100603.pdf,"June 03, 2010","Tufts University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-06-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tulane-university-20110107.pdf,"January 07, 2011","Tulane University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-01-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tulley-automotive-20160922.pdf,"September 22, 2016","Tully Automotive Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/turrentine-20170620.pdf,"June 20, 2017","Turrentine & Associates, Inc., David, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tuskegee-university-20180622.pdf,"June 22, 2018","Tuskegee University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tween-brands-20171103.pdf,"November 03, 2017","Tween Brands, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/twin-america-20101209.pdf,"December 09, 2010","Twin America, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-12-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/twinspires-20120904.pdf,"September 04, 2012","Twinspires.com, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-09-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tyco-20090623.pdf,"June 23, 2009","Tyco, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-06-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/tyler-technologies-20170313.pdf,"March 13, 2017","Tyler Technologies, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/u-haul-20171212.pdf,"December 12, 2017","U-Haul Co. of California, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20171218.pdf,"December 18, 2017","Uber Technologies, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20171121.pdf,"November 21, 2017","Uber Technologies, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20150226.pdf,"February 26, 2015","Uber Technologies, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-02-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ucla-20170731.pdf,"July 31, 2017","UCLA, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ucla-health-20150717.pdf,"July 17, 2015","UCLA Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-07-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ufcw-local-655-20161109.pdf,"November 09, 2016","UFCW Local 655 Food Employers Joint Pension Plan, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-11-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uil-holdings-20160916.pdf,"September 16, 2016","UIL Holdings Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uil-holdings-20140929.pdf,"September 29, 2014","UIL Holdings Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-09-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/umass-memorial-medical-center-20140505.pdf,"May 05, 2014","UMass Memorial Medical Center (UMMMC), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-05-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/umass-memorial-medical-group-20150130.pdf,"January 30, 2015","UMass Memorial Medical Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-01-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/under-armour-20120424.pdf,"April 24, 2012","Under Armour, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-04-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/unicare-20080402.pdf,"April 02, 2008","Unicare, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-04-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/utc-20181113.pdf,"November 13, 2018","Unified Trust Company, N.A. (UTC), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/unilever-towers-perrin-20070205.pdf,"February 05, 2007","Unilever and Towers Perrin, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-02-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/union-labor-life-insurance-20140612.pdf,"June 12, 2014","Union Labor Life Insurance Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-06-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/union-league-club-20160429.pdf,"April 29, 2016","Union League Club of Chicago, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-airlines-20170706.pdf,"July 06, 2017","United Airlines, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-food-20090424.pdf,"April 24, 2009","United Food-Commercial Workers International, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-04-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-healthcare-20070625.pdf,"June 25, 2007","United Healthcare, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-06-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-natural-foods-20140108.pdf,"January 08, 2014","United Natural Foods, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-01-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-rentals-20150318.pdf,"March 18, 2015","United Rentals, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-03-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-shore-financial-20130320.pdf,"March 20, 2013","United Shore Financial Services, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/united-transportation-20080609.pdf,"June 09, 2008","United Transportation Union Insurance Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-06-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/unitypoint-20180730.pdf,"July 30, 2018","UnityPoint Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/unity-recovery-group-20150526.pdf,"May 26, 2015","Unity Recovery Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-05-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/universal-nutrition-20171011.pdf,"October 11, 2017","Universal Nutrition, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-central-florida-20160205.pdf,"February 05, 2016","University of Central Florida, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-02-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-20160614.pdf,"June 14, 2016","University of Connecticut, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-06-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-20120508.pdf,"May 08, 2012","University of Connecticut, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-05-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-cooperative-20110131.pdf,"January 31, 2011","University of Connecticut Cooperative Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-health-20190222.pdf,"February 22, 2019","University of Connecticut Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-02-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-health-20130307.pdf,"March 07, 2013","University of Connecticut Health Center, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-gastroenterology-20160908.pdf,"September 08, 2016","University Gastroenterolgy, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-idaho-20170306.pdf,"March 06, 2017","University of Idaho, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-medical-center-20150226.pdf,"February 26, 2015",University Medical Center (University of Chicago) ,New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-02-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-mary-washington-20160204.pdf,"February 04, 2016","University of Mary Washington (Fredericksburg, VA), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-02-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20170814.pdf,"August 14, 2017","University of New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20150410.pdf,"April 10, 2015","University of New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20111130.pdf,"November 30, 2011","University of New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-11-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20070817.pdf,"August 17, 2007","University of New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-08-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-information-security-20150817.pdf,"August 18, 2015","University of New Hampshire - Information Security Services, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-08-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-new-mexico-20170515.pdf,"May 15, 2017","University of New Mexico, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-north-carolina-20120509.pdf,"May 09, 2012","University of North Carolina at Charlotte, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-05-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-southwest-20160422.pdf,"April 22, 2016","University of the Southwest, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-toledo-20180516.pdf,"May 16, 2018","Universtiy of Toledo, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-05-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/university-wisconsin-alumni-20180222.pdf,"February 22, 2018","University of Wisconsin - Superior Alumni Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-02-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/uno-alla-volta-20180522.pdf,"May 22, 2018","Uno Alla Volta, LLC Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-05-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/upper-connecticut-valley-hospital-20161223.pdf,"December 23, 2016","Upper Connecticut Valley Hospital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-12-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/upper-skagit-casino-20121221.pdf,"December 21, 2012","Upper Skagit Indian Tribe, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-12-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/upright-law-20190124.pdf,"January 24, 2019","Upright Law,  ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/upromise-20110728.pdf,"July 28, 2011","Upromise, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-07-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ups-20070608.pdf,"June 08, 2007","UPS, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-06-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/urology-austin-201703022.pdf,"March 22, 2017","Urology Austin, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ursus-holdings-20160908.pdf,"September 08, 2016","Ursus Holdings, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/usaa-20140801.pdf,"August 01, 2014","USAA, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-08-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/usacs-management-20180516.pdf,"May 16, 2018","USACS Management Group, Ltd., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-05-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/usa-field-hockey-20160714.pdf,"July 14, 2016","USA Field Hockey, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-07-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/usa-hoist-20171114.pdf,"November 14, 2017","USA Hoist Company, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/usr-holdings-20190220.pdf,"February 20, 2019","USR Holdings, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-02-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-airways-20130802.pdf,"August 02, 2013","US Airways, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-08-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-antidoping-20170224.pdf,"February 24, 2017","US Anti-Doping Agency, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-bank-20160511.pdf,"May 11, 2016","US Bank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-20171024.pdf,"October 24, 2017","US Cellular Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-2070627.pdf,"June 27, 2017","US Cellular Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080613.pdf,"June 13, 2008","US Foodservice, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-06-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080909.pdf,"September 03, 2008","US Foodservice, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-09-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/us-fund-unicef-20140106.pdf,"January 06, 2014","US Fund for UNICEF, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-01-06 00:00:00,
