Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2018-09-07,2018-05-19,Title Nine  Data Breach ,765 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-19
2018-08-26,2018-04-13,TKCHoldings Inc  Data Breach ,2128 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-13
2018-02-28,2014-03-01,TOA  USA  Inc ,467 (467 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2014-03-01
2018-07-11,2017-11-10,Tommie Copper Inc  Data Breach ,28437 (548 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-10
2018-06-11,2018-03-02,Total Phasse Inc  Data Breach ,734 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-02
2018-10-01,2018-08-15,Toyota Industries North America Inc  Data Breach ,19320 (6630 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-15
2018-07-24,2017-10-13,Trade Motion  Data Breach ,81782 (1036 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-13
2018-03-27,,Tran Dot Com Solutions  Data Breach ,14 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-06-01,2017-03-01,Transamerica ,226881 (7770 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-01
2018-11-02,2018-08-22,Transamerica Retirement Solutions LLC  Data Breach ,10636 (357 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-22
2018-10-08,2017-07-26,Trans Union LLC  Data Breach ,242 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-26
2018-10-23,2017-02-22,Trans Union LLC  Data Breach ,7492 (57 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-22
2018-10-25,2018-08-13,Travis Mathew   LLC ,5754 (108 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-13
2018-08-09,2018-07-27,Trinity Collegeof Nursingand Health Sciences  Data Breach ,137 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-27
,,True Net Communications  Inc  ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-06-29,2018-04-25,Trust Companyof Illinois TCWealth Partners  Data Breach ,2559 (39 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-25
2018-12-10,2018-09-13,Turner Construction Company  Data Breach ,929 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-13
2018-06-21,2017-09-24,Tuskegee University  Data Breach ,14283 (168 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-24
2018-01-22,2017-10-30,Tx  Team Rehab  Inc  ,6 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-30
2018-12-19,2018-05-19,USFacilities  Data Breach ,799 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-19
2018-10-24,2018-08-30,Uber Technologies Inc  Data Breach ,197 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-30
,,Uber Technologies Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-15,2018-02-14,UMHProperties Inc  Data Breach ,581 (124 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
,,Under Armour  My Fitness Pal App  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-11-07,2017-12-06,Unified Trust Company NA  Data Breach ,43000 (1228 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-06
2018-02-22,2018-02-10,Union Associated Physicians Clinicdba Union Medical Group  Data Breach ,5 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-10
2018-01-23,2018-01-18,Union Hospital ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-18
2018-06-29,2018-06-14,Union Hospital Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-14
2018-03-07,2018-01-02,United Dental Partners ,58 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-02
2018-08-15,2018-08-07,United Services Automobile Association  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-07
2018-04-30,2018-01-16,Universityof Toledo  Data Breach ,6094 (70 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-16
2018-02-22,2018-02-01,Universityof Wisconsin  Superior Foundation ,3734 (20 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-05-29,2018-04-18,Uno Alla Volta LLC  Data Breach ,1121 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-18
2018-03-14,2018-02-14,UPS  Data Breach ,2395 (59 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-04-03,2018-02-07,Ursa Farmers Cooperative  Data Breach ,2634 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-07
2018-04-02,2018-02-12,USGreen Fiber LLC  Data Breach ,816 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-12
2018-06-04,2018-03-23,UTEC  Data Breach ,93 (88 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-23
2018-01-17,2017-09-21,Valleyofthe Sun YMCA ,2649 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-21
2018-09-26,2018-07-27,Vanguard Dealer Services  Data Breach ,593 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-27
2018-02-01,2017-10-14,Ventiv Technology Inc  ,239 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-14
2018-05-11,2017-07-28,Verint Systems Inc  Data Breach ,229 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-28
2018-04-04,2017-07-11,Victoria Independent School District  Data Breach ,35108 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-11
2018-06-07,2017-11-28,Villageof Wellington  Data Breach ,6125 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-28
2018-09-25,2018-08-14,Village People LLC  Data Breach ,1550 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-14
2018-11-29,,Viyet LLCdba Sothebys Home  Data Breach ,6156 (19 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-01-24,2017-12-01,VSAPartners Inc ,455 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-01
2018-04-18,2017-09-26,WWGrainger Inc  Data Breach ,17902 (371 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-26
2018-06-01,2017-12-20,Walgreens Co  Data Breach ,4365 (35 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-20
2018-06-29,2016-04-29,Wallerand Associates Inc  Data Breach ,1310 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-29
2018-11-30,2018-08-15,Waltersand Mason Retail Incdba Altard State  Data Breach ,8151 (228 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-15
2018-11-14,2018-09-08,Washington Initiativefor Supportive Employment  Data Breach ,59 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-08
2018-08-03,2018-06-08,Healthand Hospital Corporationof Marion County  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-08
2018-11-06,2017-08-12,Weddle Brothers Construction Companies Inc  Data Breach ,Unknown (2185 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-12
2018-06-11,2017-12-01,Weicher Company  Data Breach ,3553 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-01
2018-06-07,2018-03-23,Weil Akman Baylin Coleman PA  Data Breach ,3956 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-23
2018-07-25,2017-09-29,Welk Resort Group Inc  Data Breach ,1464 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-29
2018-09-05,2018-06-25,Wells Gardener Technologies Inc  Data Breach ,35 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-25
2018-09-21,2018-09-18,West End Bank SB  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-18
2018-12-28,2018-05-01,Westminster College  Data Breach ,1090 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-01
2018-01-19,2017-06-21,West Minster Ingleside King Farm Presbyterian Retirement Communities ,9769 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-21
2018-08-20,2017-12-24,Whitmerand Company CPAs LLP  Data Breach ,653 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-24
2018-04-10,2017-05-01,Whitmer Company CPA  s LP  Data Breach ,536 (14 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-01
2018-10-31,2018-08-03,Whole Foods Market Group Inc  Data Breach ,644 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-03
2018-08-17,2018-02-15,Wiese USAInc  Data Breach ,24 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-01-31,2018-01-15,William A  Robinson  CPA ,80 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-15
,,Wisdom Wealth Abundance LLC ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-25,2018-03-28,Withum Smith Brown PC  Data Breach ,228 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-28
,,Woodlawn Hospital  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-16,2017-10-01,World Travel Holdings Inc  Data Breach ,1511 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-11-15,2018-09-17,Wyndham Vacation Resorts Inc  Data Breach ,26 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-17
,,XCommerce Incdba Magento Inc  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-02,2018-02-16,XPOLogistics Inc  Data Breach ,14 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-16
2018-07-26,2008-04-01,Yale University  Data Breach ,119000 (555 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2008-04-01
2018-09-21,2018-07-24,YRCWorldwide Inc  Data Breach ,19635 (938 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-24
2018-03-21,2018-01-24,Zenith American Solutions  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-24
2018-06-11,2018-05-24,Zimmer USIncdba Zimmer Biomet  Data Breach ,81 (54 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-24
2018-08-07,2018-06-05,Healthand Hospital Corporationof Marion County  Data Breach ,32 (32 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-05
2018-05-16,2018-03-01,ZRSManagement Inc  Data Breach ,423 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-01
2018-12-28,2018-08-07,zum Brunnen  Data Breach ,60 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-07
2018-09-01,2013-09-01,Zurich American Insurance Company  Data Breach ,789 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-09-01
,,   ai  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-11-13,2018-10-10,    Contacts Inc  Data Breach ,150 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-10
2018-11-30,2016-06-01,       Ontario Inc  Data Breach ,74548 (114 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-01
2018-02-05,2017-09-21, st Mariner Bank ,1500 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-21
2018-09-25,2018-05-09,  North  Data Breach ,242 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-09
2018-12-26,2017-12-06, As Benefits  Data Breach ,4711 (109 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-06
2018-06-07,2018-04-03, WHalo Op Co LPdba Angelica  Data Breach ,201 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-03
2018-01-25,2018-01-24,A  S  K  Services Inc  ,229 (34 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-24
2018-03-02,2018-02-16,ABCBus Companies Inc ,741 (47 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-16
2018-02-13,2017-09-26,Abeles  Hoffman ,237 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-26
2018-08-31,2018-05-21,Academy Mortgage Corporation  Data Breach ,357 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-21
2018-12-14,2018-10-27,ACECash Express Inc  Data Breach ,4360 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-27
2018-02-23,2016-12-13,ACTIVENetwork ,207 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-13
2018-10-18,2018-06-14,Adelman Travel Systems Inc  Data Breach ,48 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-14
2018-10-24,2018-10-15,Adjutant Generals Officeof Indiana  Data Breach ,1972 (1911 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-15
2018-12-06,2018-10-23,Adopta Highway Maintenance Corporation  Data Breach ,405 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-23
2018-02-02,2017-04-29,Advanced Graphic Products  Inc  dba Advanced  Online ,22.182 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-29
2018-10-08,2013-09-01,Advanced Medical Reviews LLC  Data Breach ,Unknown (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-09-01
2018-06-01,2017-10-01,Advanced Technology Group  Data Breach ,1020 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-09-28,2018-07-05,AEIFund Management Inc  Data Breach ,833 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-05
2018-01-30,,Aetna ,20 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-17,2018-03-07,Aetna Inc  Data Breach ,178 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-07
2018-08-27,2018-06-06,Affiliated Service Providersof Indiana Inc  Data Breach ,25 (21 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-06
2018-09-28,2017-09-08,Aflac  Data Breach ,7366 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-08
2018-06-07,2018-01-08,Aimbridge Hospitality Holdings LLC  Data Breach ,77587 (1129 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-08
2018-08-29,2018-08-22,Air Canada  Data Breach ,20000 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-22
2018-05-08,2018-01-01,Akin Doherty Klein  Feuge PC  Data Breach ,334 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-01
2018-05-01,,Alabama Farm Credit ACA  Data Breach ,574 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-04,2017-10-01,Alaska Airlines Inc  Data Breach ,4102 (12 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-11-14,2018-05-15,Alight Solutions LLC  Data Breach ,212 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-15
2018-04-04,2018-03-29,All Star Driver Education  Data Breach ,37 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-29
2018-04-02,2018-02-14,Allconnect  Data Breach ,1854 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-01-11,2016-11-23,Alton Lane ,1208 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-23
2018-04-20,2017-10-15,American Esoteric Laboratories  Data Breach ,61701 (36 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-15
2018-02-14,2015-11-06,American Hospitality Management ,244 (126 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-11-06
2018-08-07,2018-06-04,American Instituteof Aeronauticsand Astronautics  Data Breach ,671 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-04
2018-05-25,2018-03-27,American National Insurance Company  Data Breach ,3790 (69 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-27
2018-04-23,2018-03-08,American Societyof Anesthesiologists  Data Breach ,819 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-08
2018-05-01,,Ameri First Financial Corporation  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-28,,Ameri First Home Mortgage  Data Breach ,887 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-01-17,2017-11-01,Ameriprise Financial Inc  Data Breach ,56 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-01
2018-12-12,2018-11-11,Ameriprise Financial Inc  Data Breach ,1513 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-11
2018-08-30,,Ameriprise Financial Inc  Data Breach ,11 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-06-05,,Ameriprise Financial Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-09,2018-02-07,Anchor Fund LLC ,485 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-07
2018-03-12,2018-03-08,ANEWRealty  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-08
2018-03-30,2018-03-01,Angeles Equity Partners LLC  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-01
2018-09-27,2018-04-09,Another Planet Entertainment  Data Breach ,3142 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-09
2018-08-30,2018-07-23,Apex Benefits Group Inc  Data Breach ,6 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-23
2018-03-29,2018-02-10,Applied Plan Administrators  Data Breach ,22661 (313 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-10
2018-08-16,2018-04-23,Aqua Finance Inc  Data Breach ,569 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-23
2018-04-16,2018-02-20,Arcadis USInc  Data Breach ,47 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-20
,2018-10-10,Archer Daniels Midland Company  Data Breach ,37 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-10
2018-06-28,2016-11-07,Arkansas Childrens Hospital  Data Breach ,4075 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-07
2018-05-25,2018-02-22,Arrow Electric Company  Data Breach ,251 (39 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-22
2018-02-22,2018-02-20,ASCD ,192 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-20
2018-03-21,2018-02-14,Ascensus Inc  Data Breach ,36 (31 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-04-12,2018-03-19,Ascensus Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-19
2018-03-02,2018-01-31,ASIConstructors Inc  ,336 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-11-30,2018-08-21,Athens Federal Community Bank  Data Breach ,1093 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-21
2018-03-27,2018-01-09,ATIHoldings LLC  Data Breach ,34665 (78 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-09
2018-04-24,2016-04-01,Atrium Hospitality  Data Breach ,182 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-01
2018-08-03,2017-11-17,Austin Foam Plastics Inc  Data Breach ,66 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-17
2018-04-09,2018-03-14,Austin Nichols Co Incorporated  Data Breach ,37 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-14
2018-03-16,2018-01-12,Autism New Jersey Inc  Data Breach ,26 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-12
2018-07-17,2017-11-09,Automated Pet Care Products Inc  Data Breach ,2693 (42 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-09
2018-08-27,2018-08-14,Aveanna Healthcare  Data Breach ,20 (20 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-14
2018-11-21,2018-11-01,AXA  Equitable  Life  Insurance  Company ,33700 (185 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-01
2018-04-10,2017-09-26,BTCEIncdba Home Brewit  com  Data Breach ,1024 (207 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-26
2018-12-11,2018-11-24,Backcountry Edge Inc  Data Breach ,643 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-24
2018-03-05,2018-01-31,Badger Daylighting Ltd  ,92 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
,,Ball State University  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-30,2018-06-28,Bankof Hope  Data Breach ,11362 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-28
2018-08-15,,Bankers Insurance Group Inc  Data Breach ,1075 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-10-25,2018-05-30,Bankers Life  Data Breach ,799563 (32308 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-30
2018-06-27,2018-03-18,Banner Engineering Inc  Data Breach ,1229 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-18
2018-08-15,2018-08-03,Baptist Health Medical Group  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-03
2018-04-04,2018-03-19,Baptist Health Medical Group  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-19
2018-06-29,2018-04-20,Barnesand Thornburg LLP  Data Breach ,3 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-20
2018-05-04,2018-03-29,Bauer Media Group USA  Data Breach ,410 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-29
2018-12-14,2018-10-29,BCSFinancial Corporation  Data Breach ,39 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-29
2018-03-02,2018-02-02,Beachbody LLC ,854 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-02
2018-06-01,2018-04-02,Beacon Health System  Data Breach ,141 (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-02
2018-04-06,2018-03-30,Bearing Distributors Inc  Data Breach ,857 (19 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-30
2018-02-26,2017-11-08,Bed Bath  Beyond Inc  ,153 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-08
2018-02-12,,Bed Bath  Beyond Inc  ,139 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-11,2018-05-11,Beech Grove Meadows  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-11
2018-09-21,2018-05-22,Bei Gene LTD  Data Breach ,145 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-22
2018-05-23,2017-11-21,Bell Partners Inc  Data Breach ,523 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-21
2018-05-25,2018-01-30,Bellwether Enterprise Real Estate Capital LLC  Data Breach ,355 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-30
2018-07-30,2018-07-30,Healthand Hospital Corporationof Marion County  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-30
2018-12-21,2018-09-01,Benchmade Knife Co Inc  Data Breach ,2702 (42 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-01
2018-06-07,2015-08-20,Benefit Outsourcing Solutions  Data Breach ,1144 (142 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-08-20
2018-04-13,2017-09-26,Best Buy Co Inc  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-26
2018-12-17,2018-08-02,Beveragesand More Incdba Bev Mo  Data Breach ,14519 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-02
2018-03-23,2017-10-31,Bigfoot Gun Belts  Data Breach ,4141 (151 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-31
2018-04-05,2017-06-01,Bio  Rad Laboratories  Data Breach ,362 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-01
2018-08-24,,Biodesix Inc  Data Breach ,92 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-30,2018-02-02,Blattner Energy Inc  Data Breach ,248 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-02
2018-12-19,2018-11-14,BLDPLLC  Data Breach ,187 (15 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-14
