Dates of Breach,End Date of Breach,Individuals Affected,Link to PDF,Name of Entity,Reported Date,Source(s),Start Date of Breach,State Reported
9/13/2016-9/13/2016,2016-09-13,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Bomberg-Roach-Hanson-PLLC.pdf ,"Bomberg, Roach & Hanson, PLLC",2016-12-16,,2016-09-13,Montana
7/1/2016-7/31/2016,2016-07-31,169 in Montana, https://media.dojmt.gov/wp-content/uploads/Western-Union.pdf ,"Western Union Financial Services, Inc.",2016-12-20,,2016-07-01,Montana
10/12/2016-10/12/2016,2016-10-12,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Luther-College.pdf ,Luther College,2016-12-20,,2016-10-12,Montana
12/13/2016-12/13/2016,2016-12-13,175 in Montana, https://media.dojmt.gov/wp-content/uploads/Hash-OBrien-Biby-Murray-PLLP.pdf ,"Hash, O'Brien, Biby & Murray, PLLP",2016-12-21,,2016-12-13,Montana
9/20/2016-9/20/2016,2016-09-20,36 in Montana, https://media.dojmt.gov/wp-content/uploads/Dover-Federal-Credit-Union.pdf ,Dover Federal Credit Union,2016-12-22,,2016-09-20,Montana
11/15/2016-11/15/2016,2016-11-15,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Claremont-University-Consortium.pdf ,Claremont University Consortium,2016-12-22,,2016-11-15,Montana
10/25/2016-10/25/2016,2016-10-25,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Brandywine-Pediatrics.pdf ,"Brandywine Pediatrics, P.A.",2016-12-23,,2016-10-25,Montana
10/28/2016-10/28/2016,2016-10-28,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Madison-Trust-Company.pdf ,Madison Trust Company,2016-12-27,,2016-10-28,Montana
6/6/2016-10/28/2016,2016-10-28,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Safe-For-Home-Products-LLC-DBA-Naturepedic.pdf ,Naturepedic,2016-12-27,,2016-06-06,Montana
7/30/2016-10/12/2016,2016-10-12,18 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Topps-Company-Inc..pdf ,"The Topps Company, Inc.",2016-12-27,,2016-07-30,Montana
5/16/2016-10/18/2016,2016-10-18,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Unison-Home.pdf ,Unison Home,2016-12-28,,2016-05-16,Montana
7/12/2016-11/30/2016,2016-11-30,61 in Montana, https://media.dojmt.gov/wp-content/uploads/Graphik-Dimensions.pdf ,"Graphik Dimensions, Ltd.",2016-12-28,,2016-07-12,Montana
11/1/2016-11/1/2016,2016-11-01,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Cascade-Management-Inc.pdf ,"Cascade Management, Inc.",2016-12-28,,2016-11-01,Montana
11/30/2016-11/30/2016,2016-11-30,1 in Montana, https://media.dojmt.gov/wp-content/uploads/CommonBond.pdf ,CommonBond,2016-12-29,,2016-11-30,Montana
11/7/2016-11/7/2016,2016-11-07,18 in Montana, https://media.dojmt.gov/wp-content/uploads/Community-Health-Plan-of-Washington.pdf ,Community Health Plan of Washington,2016-12-29,,2016-11-07,Montana
4/23/2016-4/24/2016,2016-04-24,2 in Montana, https://media.dojmt.gov/wp-content/uploads/American-Pharmacists-Association.pdf ,American Pharmacists Association,2016-12-29,,2016-04-23,Montana
10/3/2016-10/3/2016,2016-10-03,29 in Montana, https://media.dojmt.gov/wp-content/uploads/Sheet-Metal-Workers-Local-Union-104.pdf ,Sheet Metal Workers' Local Union 104,2016-12-30,,2016-10-03,Montana
12/6/2016-12/6/2016,2016-12-06,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-2.pdf ,"Ameriprise Financial Services, Inc.",2017-01-03,,2016-12-06,Montana
9/25/2016-10/31/2016,2016-10-31,21 in Montana, https://media.dojmt.gov/wp-content/uploads/LASOC-Legal-Aid-Society-of-Orange-County.pdf ,LASOC - Legal Aid Society of Orange County,2017-01-06,,2016-09-25,Montana
10/29/2016-11/7/2016,2016-11-07,17 in Montana, https://media.dojmt.gov/wp-content/uploads/DealerBuilt.pdf ,DealerBuilt,2017-01-09,,2016-10-29,Montana
5/2/2016-11/22/2016,2016-11-22,1411 in Montana, https://media.dojmt.gov/wp-content/uploads/Spiraledge-SwimOutlet-and-YogaOutlet.com_.pdf ,Spiraledge - Swim Outlet.com & YogaOutlet.com,2017-01-12,,2016-05-02,Montana
10/10/2016-10/10/2016,2016-10-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Contech-Engineerd-Solutions.pdf ,Contech Engineered Solutions,2017-01-17,,2016-10-10,Montana
12/22/2016-12/28/2016,2016-12-28,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Breville-USA-Inc..pdf ,"Breville USA, Inc.",2017-01-17,,2016-12-22,Montana
12/23/2015-12/23/2015,2015-12-23,2 in Montana, https://media.dojmt.gov/wp-content/uploads/CoPilot-Provider-Support-Services-1.pdf ,CoPilot Provider Support Services,2017-01-18,,2015-12-23,Montana
11/29/2016-11/29/2016,2016-11-29,66 in Montana, https://media.dojmt.gov/wp-content/uploads/Center-for-Mental-Health.pdf ,Center for Mental Health,2017-01-19,,2016-11-29,Montana
1/17/2017-1/17/2017,2017-01-17,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit-5.pdf ,"Intuit, Inc.",2017-01-26,,2017-01-17,Montana
11/16/2016-12/22/2016,2016-12-22,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-One-2.pdf ,Capital One,2017-01-26,,2016-11-16,Montana
3/1/2015-12/1/2016,2016-12-01,77 in Montana, https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf ,"Charles Komar & Sons, Inc.",2017-01-26,,2015-03-01,Montana
12/9/2016-12/9/2016,2016-12-09,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf ,Synergy Specialists Medical Group,2017-01-26,,2016-12-09,Montana
1/25/2017-1/25/2017,2017-01-25,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Distribution-International.pdf ,Distribution International,2017-01-27,,2017-01-25,Montana
1/25/2017-1/25/2017,2017-01-25,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Campbell-County-Health.pdf ,Campbell County Health,2017-01-27,,2017-01-25,Montana
4/25/2016-9/14/2016,2016-09-14,28 in Montana, https://media.dojmt.gov/wp-content/uploads/International-Code-Council.pdf ,International Code Council,2017-01-27,,2016-04-25,Montana
12/12/2016-12/12/2016,2016-12-12,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Axis-Insurance-Services-LLC.pdf ,"Axis Insurance Services, LLC",2017-01-30,,2016-12-12,Montana
1/17/2017-1/17/2017,2017-01-17,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Kuhana.pdf ,"Kuhana Associates, LLC",2017-01-30,,2017-01-17,Montana
1/18/2017-1/18/2017,2017-01-18,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Persante.pdf ,Persante,2017-01-31,,2017-01-18,Montana
12/21/2016-12/21/2016,2016-12-21,67 in Montana, https://media.dojmt.gov/wp-content/uploads/Hutchinson-and-Bloodgood-LLP.pdf ,Hutchinson and Bloodgood LLP,2017-02-01,,2016-12-21,Montana
1/11/2017-1/11/2017,2017-01-11,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Aero-Air.pdf ,Aero Air,2017-02-02,,2017-01-11,Montana
6/23/2016-12/13/2016,2016-12-13,3 in Montana, https://media.dojmt.gov/wp-content/uploads/King-McNamara-Moriarty.pdf ,King McNamara Moriarty,2017-02-02,,2016-06-23,Montana
2/2/2017-2/2/2017,2017-02-02,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Corporate-Travel-Planners.pdf ,Corporate Travel Planners,2017-02-03,,2017-02-02,Montana
11/16/2016-11/16/2016,2016-11-16,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Conover.pdf ,"Conover Capital Management, LLC / Conover Securities Corporation",2017-02-03,,2016-11-16,Montana
9/1/2016-1/9/2017,2017-01-09,353 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-One-3.pdf ,Capital One,2017-02-06,,2016-09-01,Montana
1/23/2017-1/23/2017,2017-01-23,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Sky-Climber-LLC.pdf ,"Sky Climber, LLC",2017-02-06,,2017-01-23,Montana
12/31/2016-12/31/2016,2016-12-31,10 in Montana, https://media.dojmt.gov/wp-content/uploads/Berkeley.pdf ,Berkeley College,2017-02-06,,2016-12-31,Montana
12/1/2016-12/7/2016,2016-12-07,4 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank-2.pdf ,The Federal Savings Bank,2017-02-07,,2016-12-01,Montana
3/1/2016-5/31/2016,2016-05-31,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Land-Title.pdf ,Land Title,2017-02-07,,2016-03-01,Montana
11/21/2016-11/21/2016,2016-11-21,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Boeing.pdf ,Boeing,2017-02-08,,2016-11-21,Montana
1/25/2017-1/25/2017,2017-01-25,3 in Montana, https://media.dojmt.gov/wp-content/uploads/SouthEast-Alaska-Regional-Health-Consortium.pdf ,SouthEast Alaska Regional Health Consortium,2017-02-08,,2017-01-25,Montana
2/2/2017-2/2/2017,2017-02-02,3 in Montana, https://media.dojmt.gov/wp-content/uploads/College-of-Southern-Idaho.pdf ,College of Southern Idaho,2017-02-08,,2017-02-02,Montana
1/20/2017-1/20/2017,2017-01-20,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Klondex-Mines.pdf ,Klondex Mines,2017-02-09,,2017-01-20,Montana
1/24/2017-2/8/2017,2017-02-08,1 in Montana, https://media.dojmt.gov/wp-content/uploads/TechWise.pdf ,TechWise,2017-02-10,,2017-01-24,Montana
1/17/2017-1/17/2017,2017-01-17,1 in Montana, https://media.dojmt.gov/wp-content/uploads/TransPerfect-Global-Inc..pdf ,"TransPerfect Global, Inc.",2017-02-10,,2017-01-17,Montana
2/10/2017-2/10/2017,2017-02-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Frosch-International-Travel.pdf ,Frosch International Travel,2017-02-13,,2017-02-10,Montana
1/19/2017-1/13/2017,2017-01-13,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Petro-49.pdf ,Petro 49,2017-02-13,,2017-01-19,Montana
1/9/2017-1/10/2017,2017-01-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Evanson-Asset-Management.pdf ,Evanson Asset Management,2017-02-14,,2017-01-09,Montana
1/25/2017-1/25/2017,2017-01-25,30 in Montana, https://media.dojmt.gov/wp-content/uploads/Driveline.pdf ,"Driveline Retail Merchandising, Inc.",2017-02-14,,2017-01-25,Montana
11/30/2016-1/17/2017,2017-01-17,26 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Honest-Kitchen.pdf ,The Honest Kitchen,2017-02-15,,2016-11-30,Montana
2/1/2016-12/31/2016,2016-12-31,203 in Montana, https://media.dojmt.gov/wp-content/uploads/New-Englad-Biolabs-NEB.pdf ,New England Biolabs (NEB),2017-02-17,,2016-02-01,Montana
12/26/2016-1/25/2017,2017-01-25,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Family-Services-Rochester.pdf ,Family Service Rochester,2017-02-17,,2016-12-26,Montana
2/2/2017-2/3/2017,2017-02-03,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Amplify.pdf ,"Amplify Education, Inc.",2017-02-17,,2017-02-02,Montana
2/1/2016-12/31/2016,2016-12-31,107 in Montana, https://media.dojmt.gov/wp-content/uploads/Century-LLC.pdf ,"Century, LLC",2017-02-19,,2016-02-01,Montana
2/8/2017-2/8/2017,2017-02-08,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Citizens-Memorial.pdf ,Citizens Memorial Hospital,2017-02-20,,2017-02-08,Montana
1/30/2017-2/1/2017,2017-02-01,26 in Montana, https://media.dojmt.gov/wp-content/uploads/CenturyLink.pdf ,CenturyLink,2017-02-20,,2017-01-30,Montana
2/1/2016-12/31/2016,2016-12-31,53 in Montana, https://media.dojmt.gov/wp-content/uploads/Movie-Mars.pdf ,MovieMars.com,2017-02-21,,2016-02-01,Montana
1/1/2017-1/1/2017,2017-01-01,10 in Montana, https://media.dojmt.gov/wp-content/uploads/Emory-Healthcare.pdf ,Emory Healthcare,2017-02-21,,2017-01-01,Montana
2/17/2017-2/17/2017,2017-02-17,75 in Montana, https://media.dojmt.gov/wp-content/uploads/TRG.pdf ,TRG,2017-02-22,,2017-02-17,Montana
1/2/2017-2/2/2017,2017-02-02,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services-1.pdf ,Federal Direct Tax Services,2017-02-22,,2017-01-02,Montana
1/27/2017-1/27/2017,2017-01-27,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Roxy-Trading-Inc..pdf ,"Roxy Trading, Inc.",2017-02-22,,2017-01-27,Montana
2/9/2017-2/9/2017,2017-02-09,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Arabella-Advisors.pdf ,Arabella Advisors,2017-02-22,,2017-02-09,Montana
2/3/2017-2/3/2017,2017-02-03,49 in Montana, https://media.dojmt.gov/wp-content/uploads/InterMountain-Management.pdf ,InterMountain Management,2017-02-22,,2017-02-03,Montana
4/24/2016-12/14/2016,2016-12-14,210 in Montana, https://media.dojmt.gov/wp-content/uploads/Intex-Recreation-Corp.pdf ,Intex Recreation Corp,2017-02-22,,2016-04-24,Montana
2/1/2016-12/31/2016,2016-12-31,69 in Montana, https://media.dojmt.gov/wp-content/uploads/Bluemercury-Inc.pdf ,"Bluemercury, Inc.",2017-02-23,,2016-02-01,Montana
2/20/2017-2/20/2017,2017-02-20,129 in Montana, https://media.dojmt.gov/wp-content/uploads/Nomad-Global-Communication-Solutions.pdf ,Nomad Global Communications Solutions,2017-02-23,,2017-02-20,Montana
11/2/2016-1/27/2017,2017-01-27,1 in Montana, https://media.dojmt.gov/wp-content/uploads/SunTrust.pdf ,SunTrust,2017-02-23,,2016-11-02,Montana
6/1/2013-12/31/2016,2016-12-31,193 in Montana, https://media.dojmt.gov/wp-content/uploads/Abbott-Nutrition.pdf ,Abbott Nutrition,2017-02-23,,2013-06-01,Montana
2/1/2016-12/31/2016,2016-12-31,107 in Montana, https://media.dojmt.gov/wp-content/uploads/Nutrex-Hawaii-Inc.pdf ,"Nutrex Hawaii, Inc.",2017-02-24,,2016-02-01,Montana
11/29/2016-1/17/2017,2017-01-17,13 in Montana, https://media.dojmt.gov/wp-content/uploads/JoFit.pdf ,JoFit,2017-02-24,,2016-11-29,Montana
1/2/2017-2/2/2017,2017-02-02,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services.pdf ,Federal Direct Tax Services,2017-02-24,,2017-01-02,Montana
10/23/2016-1/1/2017,2017-01-01,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Benchmark.pdf ,Benchmark,2017-02-24,,2016-10-23,Montana
1/24/2017-1/24/2017,2017-01-24,3 in Montana, https://media.dojmt.gov/wp-content/uploads/John-Deere-Financial.pdf ,John Deere Financial,2017-02-24,,2017-01-24,Montana
7/15/2015-12/14/2016,2016-12-14,73 in Montana, https://media.dojmt.gov/wp-content/uploads/Roberts-Hawaii.pdf ,Roberts Hawaii,2017-02-24,,2015-07-15,Montana
2/1/2016-12/31/2016,2016-12-31,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Liberty-Hardware-Manufacturing-Corporation.pdf ,Liberty Hardware Manufacturing Corporation,2017-02-24,,2016-02-01,Montana
10/6/2016-10/6/2016,2016-10-06,2 in Montana, https://media.dojmt.gov/wp-content/uploads/United-States-Anti-Doping-Agency.pdf ,United States Anti-Doping Agency,2017-02-24,,2016-10-06,Montana
2/8/2017-2/10/2017,2017-02-10,602 in Montana, https://media.dojmt.gov/wp-content/uploads/Rods-Western-Palace.pdf ,Rod's Western Palace,2017-02-24,,2017-02-08,Montana
2/1/2016-12/31/2016,2016-12-31,93 in Montana, https://media.dojmt.gov/wp-content/uploads/Atlantic-Cigar-Co.pdf ,Atlantic Cigar Co.,2017-02-27,,2016-02-01,Montana
2/1/2016-12/31/2016,2016-12-31,57 in Montana, https://media.dojmt.gov/wp-content/uploads/Alpha-Industries.pdf ,Alpha Industries,2017-02-27,,2016-02-01,Montana
2/10/2017-2/10/2017,2017-02-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Wisenbaker-Builder-Services.pdf ,Wisenbaker Builder Services,2017-02-27,,2017-02-10,Montana
12/25/2016-1/14/2017,2017-01-14,17 in Montana, https://media.dojmt.gov/wp-content/uploads/Ambassador-Title-Service_RTS-Title-Escrow_DRI-Title-Escrow.pdf ,"Ambassador Title Service, RTS Title & Escrow, DRI Title & Escrow",2017-02-28,,2016-12-25,Montana
8/2/2016-2/22/2017,2017-02-22,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Amquip-Crane-Rental.pdf ,AmQuip Crane Rental,2017-03-01,,2016-08-02,Montana
2/13/2017-2/13/2017,2017-02-13,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Lexington-County-Health-Services-District-Inc..pdf ,"Lexington County Health Services District, Inc.",2017-03-02,,2017-02-13,Montana
1/30/2016-1/30/2017,2017-01-30,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Iowa-Mutual-Insurance.pdf ,Iowa Mutual Insurance Company,2017-03-02,,2016-01-30,Montana
2/1/2016-12/31/2016,2016-12-31,10 in Montana, https://media.dojmt.gov/wp-content/uploads/Theisens-Supply-Inc.-1.pdf ,"Theisen's Supply, Inc.",2017-03-03,,2016-02-01,Montana
2/19/2017-2/19/2017,2017-02-19,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Daytona-State-College.pdf ,Daytona State College,2017-03-03,,2017-02-19,Montana
2/1/2016-12/31/2016,2016-12-31,267 in Montana, https://media.dojmt.gov/wp-content/uploads/West-Music.pdf ,West Music Company,2017-03-03,,2016-02-01,Montana
2/14/2017-2/14/2017,2017-02-14,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Carla-Cross-LLC.pdf ,"Carl Cross, LLC",2017-03-03,,2017-02-14,Montana
2/1/2016-12/31/2016,2016-12-31,217 in Montana, https://media.dojmt.gov/wp-content/uploads/Bambeco-Inc..pdf ,"Bambeco, Inc.",2017-03-06,,2016-02-01,Montana
1/24/2017-1/24/2017,2017-01-24,3 in Montana, https://media.dojmt.gov/wp-content/uploads/University-of-Idaho.pdf ,University of Idaho,2017-03-06,,2017-01-24,Montana
2/1/2016-12/31/2016,2016-12-31,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Atwood-Distributing-LP.pdf ,"Atwood Distributing, Inc.",2017-03-07,,2016-02-01,Montana
2/4/2017-2/21/2017,2017-02-21,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Maxim-Capital-Enterprises-Inc..pdf ,"Maxim Capital Enterprises, Inc.",2017-03-07,,2017-02-04,Montana
2/1/2016-12/31/2016,2016-12-31,114 in Montana, https://media.dojmt.gov/wp-content/uploads/Vapour-Organic-Beauty-LLC.pdf ,"Vapour Organic Beauty, LLC",2017-03-08,,2016-02-01,Montana
2/1/2016-12/31/2016,2016-12-31,70 in Montana, https://media.dojmt.gov/wp-content/uploads/Sport-Smart.pdf ,Sport-Smart.com,2017-03-08,,2016-02-01,Montana
2/1/2016-12/31/2016,2016-12-31,67 in Montana, https://media.dojmt.gov/wp-content/uploads/Running-Supply-Inc..pdf ,"Running Supply, Inc.",2017-03-08,,2016-02-01,Montana
2/1/2016-12/31/2016,2016-12-31,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Purdys-Chocolatier.pdf ,R.C. Purdy Chocolates Ltd. dba Purdys Chocolatier,2017-03-08,,2016-02-01,Montana
12/14/2016-2/6/2017,2017-02-06,4136 in Montana, https://media.dojmt.gov/wp-content/uploads/prAna.pdf ,prAna,2017-03-08,,2016-12-14,Montana
6/15/2016-1/30/2017,2017-01-30,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Friedman-Perry-CPAs.pdf ,"Friedman & Perry, CPA's",2017-03-09,,2016-06-15,Montana
12/29/2016-12/29/2016,2016-12-29,2 in Montana, https://media.dojmt.gov/wp-content/uploads/HealthTexas-Provider-Network-Denton-Heart-Group.pdf ,HealthTexas Provider Network (Denton Heart Group),2017-03-10,,2016-12-29,Montana
12/20/2016-12/27/2016,2016-12-27,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Wall-Titus-LLC.pdf ,"Wall Titus, LLC",2017-03-10,,2016-12-20,Montana
3/10/2017-3/10/2017,2017-03-10,307 in Montana, https://media.dojmt.gov/wp-content/uploads/ADF-International.pdf ,ADF International,2017-03-13,,2017-03-10,Montana
11/21/2016-2/6/2017,2017-02-06,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ondracek-Company.pdf ,Ondracek & Company,2017-03-13,,2016-11-21,Montana
1/25/2017-1/25/2017,2017-01-25,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Geokinetics.pdf ,"Geokinetics, Inc.",2017-03-14,,2017-01-25,Montana
2/1/2016-12/31/2016,2016-12-31,345 in Montana, https://media.dojmt.gov/wp-content/uploads/Plow-Hearth.pdf ,Plow & Hearth,2017-03-14,,2016-02-01,Montana
12/31/2013-2/4/2017,2017-02-04,27 in Montana, https://media.dojmt.gov/wp-content/uploads/Zest-Dental-Solutions.pdf ,Zest Dental Solution,2017-03-14,,2013-12-31,Montana
2/21/2017-3/21/2017,2017-03-21,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Vertex-Wireless.pdf ,Vertex Wireless,2017-03-15,,2017-02-21,Montana
12/15/2016-12/15/2016,2016-12-15,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-3.pdf ,"Ameriprise Financial Services, Inc.",2017-03-15,,2016-12-15,Montana
2/21/2017-2/21/2017,2017-02-21,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Therafit-Shoes.pdf ,Therafit Shoes,2017-03-16,,2017-02-21,Montana
3/3/2017-3/3/2017,2017-03-03,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Colorado-Nonprofit-Development-Center.pdf ,Colorado Nonprofit Development Center,2017-03-16,,2017-03-03,Montana
2/11/2017-2/11/2017,2017-02-11,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Northwest-Christian-Schools.pdf ,"Northwest Christian Schools, Inc.",2017-03-16,,2017-02-11,Montana
3/3/2017-3/6/2017,2017-03-06,9 in Montana, https://media.dojmt.gov/wp-content/uploads/American-Tire-Distributors.pdf ,American Tire Distributors,2017-03-17,,2017-03-03,Montana
1/22/2017-1/22/2017,2017-01-22,62 in Montana, https://media.dojmt.gov/wp-content/uploads/Urology-Austin.pdf ,Urology Austin,2017-03-20,,2017-01-22,Montana
10/20/2016-2/3/2017,2017-02-03,1 in Montana, https://media.dojmt.gov/wp-content/uploads/People-for-People.pdf ,People for People,2017-03-20,,2016-10-20,Montana
10/26/2016-1/31/2017,2017-01-31,332 in Montana, https://media.dojmt.gov/wp-content/uploads/Bulletproof-360-Inc..pdf ,"Bulletproof 360, Inc.",2017-03-21,,2016-10-26,Montana
1/27/2017-2/2/2017,2017-02-02,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Campbell-Taylor-Company.pdf ,Campbell Taylor & Company,2017-03-21,,2017-01-27,Montana
3/5/2017-3/5/2017,2017-03-05,26 in Montana, https://media.dojmt.gov/wp-content/uploads/Rudd-Company.pdf ,"Rudd & Company, PLLC",2017-03-22,,2017-03-05,Montana
9/1/2016-2/28/2017,2017-02-28,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Coachella.com_.pdf ,Coachella.com,2017-03-23,,2016-09-01,Montana
1/24/2017-1/24/2017,2017-01-24,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Washington-University-School-of-Medicine.pdf ,Washington University School of Medicine,2017-03-24,,2017-01-24,Montana
1/4/2017-2/10/2017,2017-02-10,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Commonwealth-Health-Corporation.pdf ,Commonwealth Health,2017-03-24,,2017-01-04,Montana
8/18/2016-2/20/2017,2017-02-20,14 in Montana, https://media.dojmt.gov/wp-content/uploads/Virginia-Gift-Brands.pdf ,Virginia Gift Brands,2017-03-27,,2016-08-18,Montana
3/20/2017-3/27/2017,2017-03-27,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriflight.pdf ,Ameriflight,2017-03-28,,2017-03-20,Montana
2/15/2017-2/15/2017,2017-02-15,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Maloney-Kennedy-PLLC.pdf ,"Maloney & Kennedy, PLLC",2017-03-29,,2017-02-15,Montana
2/2/2017-2/13/2017,2017-02-13,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Krehbiel-and-Associates-CPA.pdf ,Krehbiel and Associates CPA,2017-03-30,,2017-02-02,Montana
2/26/2017-3/1/2017,2017-03-01,3 in Montana, https://media.dojmt.gov/wp-content/uploads/PenServ-Plan-Services-Inc..pdf ,"PenServe Plan Services, Inc.",2017-03-31,,2017-02-26,Montana
2/8/2017-3/15/2017,2017-03-15,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Extreme-Ranch-Inc..pdf ,"Extreme Ranch, Inc.",2017-04-01,,2017-02-08,Montana
3/2/2017-4/6/2017,2017-04-06,2 in Montana, https://media.dojmt.gov/wp-content/uploads/C-Kirk-Holt-Associates.pdf ,C. Kirk Holt & Associates,2017-04-04,,2017-03-02,Montana
2/2/2016-12/31/2016,2016-12-31,12 in Montana, https://media.dojmt.gov/wp-content/uploads/Glasswasherparts.com_.pdf ,GlassWasherParts.com,2017-04-05,,2016-02-02,Montana
2/2/2016-12/31/2016,2016-12-31,887 in Montana, https://media.dojmt.gov/wp-content/uploads/Tempur-Pedic.pdf ,Tempur-Pedic,2017-04-05,,2016-02-02,Montana
8/27/2016-2/15/2017,2017-02-15,8 in Montana, https://media.dojmt.gov/wp-content/uploads/One-World-Distribution.pdf ,"One World Distribution, Inc.",2017-04-07,,2016-08-27,Montana
1/30/2017-2/11/2017,2017-02-11,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Lake-Kennedy-McCulloch-CPAs.pdf ,Lake Kennedy McCulloch CPA's,2017-04-07,,2017-01-30,Montana
2/7/2017-2/10/2017,2017-02-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/FPI-Management.pdf ,"FPI Management, Inc.",2017-04-10,,2017-02-07,Montana
3/27/2016-3/27/2017,2017-03-27,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Citibank.pdf ,Citibank,2017-04-11,,2016-03-27,Montana
2/3/2017-2/3/2017,2017-02-03,1 in Montana, https://media.dojmt.gov/wp-content/uploads/BankSouth-Mortgage.pdf ,BankSouth Mortgage,2017-04-11,,2017-02-03,Montana
2/28/2017-4/10/2017,2017-04-10,1 in Montana, https://media.dojmt.gov/wp-content/uploads/DataFile-Technologies.pdf ,DataFile Technologies,2017-04-12,,2017-02-28,Montana
3/14/2017-3/14/2017,2017-03-14,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Alamo-Capital.pdf ,Alamo Capital,2017-04-13,,2017-03-14,Montana
3/24/2017-4/7/2017,2017-04-07,24 in Montana, https://media.dojmt.gov/wp-content/uploads/Bluestem-Brands.pdf ,"Bluestem Brands, Inc.",2017-04-13,,2017-03-24,Montana
3/27/2017-3/27/2017,2017-03-27,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Tidewater-Transit-Company.pdf ,Tidewater Transit Company,2017-04-13,,2017-03-27,Montana
